date,ShopID,RegionID,CityID,y_to_predict
2020-06-01,112,64,43,1.8746735
2020-07-01,112,64,43,2.0166624
2020-08-01,112,64,43,3.6339273
2020-09-01,112,64,43,1.9739743
2020-10-01,112,64,43,1.963085
2020-11-01,112,64,43,2.334259
2020-12-01,112,64,43,4.1484413
2020-04-01,144,27,21,3.5015135
2020-05-01,144,27,21,4.1325364
2020-06-01,144,27,21,4.460089
2020-07-01,144,27,21,4.667145
2020-08-01,144,27,21,6.17396
2020-09-01,144,27,21,4.6684017
2020-10-01,144,27,21,4.6772227
2020-11-01,144,27,21,5.408974
2020-12-01,144,27,21,8.216516
2020-04-01,208,104,4,2.699769
2020-05-01,208,104,4,3.3127222
2020-06-01,208,104,4,3.623703
2020-07-01,208,104,4,3.880354
2020-08-01,208,104,4,5.494496
2020-09-01,208,104,4,3.8274527
2020-10-01,208,104,4,3.8029404
2020-11-01,208,104,4,4.382202
2020-12-01,208,104,4,6.934977
2020-04-01,209,93,23,1.5442221
2020-05-01,209,93,23,1.9929098
2020-06-01,209,93,23,2.2275105
2020-07-01,209,93,23,2.3952723
2020-08-01,209,93,23,4.0622964
2020-09-01,209,93,23,2.3466015
2020-10-01,209,93,23,2.343183
2020-11-01,209,93,23,2.7225075
2020-12-01,209,93,23,4.552831
2020-04-01,66,39,14,1.7122904
2020-05-01,66,39,14,2.1438568
2020-06-01,66,39,14,2.3890734
2020-07-01,66,39,14,2.5857248
2020-08-01,66,39,14,4.317098
2020-09-01,66,39,14,2.518467
2020-10-01,66,39,14,2.5056648
2020-11-01,66,39,14,2.9234529
2020-12-01,66,39,14,4.952893
2020-04-01,272,121,24,2.0496755
2020-05-01,272,121,24,2.5541525
2020-06-01,272,121,24,2.8418322
2020-07-01,272,121,24,3.0436134
2020-08-01,272,121,24,4.715667
2020-09-01,272,121,24,2.9811907
2020-10-01,272,121,24,2.9648952
2020-11-01,272,121,24,3.4329052
2020-12-01,272,121,24,5.4167347
2020-04-01,276,84,55,1.4601693
2020-05-01,276,84,55,1.6826054
2020-06-01,276,84,55,1.8752425
2020-07-01,276,84,55,2.0143332
2020-08-01,276,84,55,3.3773851
2020-09-01,276,84,55,1.9810513
2020-10-01,276,84,55,1.969074
2020-11-01,276,84,55,2.3681583
2020-12-01,276,84,55,4.196417
2020-04-01,302,122,4,1.2574022
2020-05-01,302,122,4,1.4760591
2020-06-01,302,122,4,1.5907017
2020-07-01,302,122,4,1.6831232
2020-08-01,302,122,4,2.9447393
2020-09-01,302,122,4,1.6658618
2020-10-01,302,122,4,1.660341
2020-11-01,302,122,4,2.0579567
2020-12-01,302,122,4,3.677813
2020-04-01,307,8,4,3.2916722
2020-05-01,307,8,4,3.8623924
2020-06-01,307,8,4,4.1998634
2020-07-01,307,8,4,4.399886
2020-08-01,307,8,4,5.875181
2020-09-01,307,8,4,4.4050007
2020-10-01,307,8,4,4.418737
2020-11-01,307,8,4,5.1502347
2020-12-01,307,8,4,7.924445
2020-04-01,186,96,2,1.4112389
2020-05-01,186,96,2,1.6779985
2020-06-01,186,96,2,1.8422439
2020-07-01,186,96,2,1.9733552
2020-08-01,186,96,2,3.3641434
2020-09-01,186,96,2,1.9438671
2020-10-01,186,96,2,1.9295712
2020-11-01,186,96,2,2.3407147
2020-12-01,186,96,2,4.0220804
2020-04-01,328,25,19,1.2951092
2020-05-01,328,25,19,1.6003398
2020-06-01,328,25,19,1.7894721
2020-07-01,328,25,19,1.924504
2020-08-01,328,25,19,3.4271889
2020-09-01,328,25,19,1.8891745
2020-10-01,328,25,19,1.8741841
2020-11-01,328,25,19,2.231516
2020-12-01,328,25,19,3.6562953
2020-04-01,331,10,4,2.0076106
2020-05-01,331,10,4,2.5827732
2020-06-01,331,10,4,2.8778043
2020-07-01,331,10,4,3.1035056
2020-08-01,331,10,4,4.7619176
2020-09-01,331,10,4,3.0362716
2020-10-01,331,10,4,3.0180416
2020-11-01,331,10,4,3.516633
2020-12-01,331,10,4,5.868429
2020-04-01,333,140,15,2.063871
2020-05-01,333,140,15,2.527091
2020-06-01,333,140,15,2.836279
2020-07-01,333,140,15,3.0886092
2020-08-01,333,140,15,4.701273
2020-09-01,333,140,15,3.0106149
2020-10-01,333,140,15,2.981607
2020-11-01,333,140,15,3.4508166
2020-12-01,333,140,15,5.5944047
2020-04-01,85,51,35,1.2642405
2020-05-01,85,51,35,1.5740198
2020-06-01,85,51,35,1.7758467
2020-07-01,85,51,35,1.9247621
2020-08-01,85,51,35,3.5506115
2020-09-01,85,51,35,1.8954998
2020-10-01,85,51,35,1.887219
2020-11-01,85,51,35,2.2644186
2020-12-01,85,51,35,3.957642
2020-04-01,222,20,15,2.4960911
2020-05-01,222,20,15,3.1079907
2020-06-01,222,20,15,3.4169488
2020-07-01,222,20,15,3.6985044
2020-08-01,222,20,15,5.2793145
2020-09-01,222,20,15,3.613896
2020-10-01,222,20,15,3.5882654
2020-11-01,222,20,15,4.0981073
2020-12-01,222,20,15,6.2098575
2020-04-01,386,8,4,9.106212
2020-05-01,386,8,4,9.69148
2020-06-01,386,8,4,10.0694685
2020-07-01,386,8,4,10.259439
2020-08-01,386,8,4,11.610079
2020-09-01,386,8,4,10.274803
2020-10-01,386,8,4,10.312673
2020-11-01,386,8,4,11.152212
2020-12-01,386,8,4,14.583266
2020-04-01,397,19,10,2.7435741
2020-05-01,397,19,10,3.4511275
2020-06-01,397,19,10,3.7759857
2020-07-01,397,19,10,4.0302973
2020-08-01,397,19,10,5.647984
2020-09-01,397,19,10,3.9560423
2020-10-01,397,19,10,3.9397855
2020-11-01,397,19,10,4.4341955
2020-12-01,397,19,10,6.7668085
2020-04-01,418,45,30,1.5209348
2020-05-01,418,45,30,1.9788084
2020-06-01,418,45,30,2.1718578
2020-07-01,418,45,30,2.3353777
2020-08-01,418,45,30,4.003995
2020-09-01,418,45,30,2.2895179
2020-10-01,418,45,30,2.2754126
2020-11-01,418,45,30,2.6330605
2020-12-01,418,45,30,4.4965386
2020-04-01,228,111,37,1.7147962
2020-05-01,228,111,37,2.2910535
2020-06-01,228,111,37,2.5594797
2020-07-01,228,111,37,2.7721438
2020-08-01,228,111,37,4.3963737
2020-09-01,228,111,37,2.693285
2020-10-01,228,111,37,2.6786623
2020-11-01,228,111,37,3.1133547
2020-12-01,228,111,37,4.7983303
2020-04-01,334,137,68,1.8431865
2020-05-01,334,137,68,2.229919
2020-06-01,334,137,68,2.4737363
2020-07-01,334,137,68,2.6448603
2020-08-01,334,137,68,4.3196974
2020-09-01,334,137,68,2.5955505
2020-10-01,334,137,68,2.5798302
2020-11-01,334,137,68,3.0237203
2020-12-01,334,137,68,4.9750867
2020-04-01,471,158,65,1.7489233
2020-05-01,471,158,65,2.1297722
2020-06-01,471,158,65,2.3395312
2020-07-01,471,158,65,2.4836109
2020-08-01,471,158,65,4.1407433
2020-09-01,471,158,65,2.4469643
2020-10-01,471,158,65,2.4277508
2020-11-01,471,158,65,2.8391147
2020-12-01,471,158,65,4.7573967
2020-04-01,480,8,4,1.5870646
2020-05-01,480,8,4,1.8201411
2020-06-01,480,8,4,1.9918156
2020-07-01,480,8,4,2.1280875
2020-08-01,480,8,4,3.577467
2020-09-01,480,8,4,2.094275
2020-10-01,480,8,4,2.0748887
2020-11-01,480,8,4,2.5689507
2020-12-01,480,8,4,4.802669
2020-04-01,141,1,1,3.5425463
2020-05-01,141,1,1,4.228253
2020-06-01,141,1,1,4.5531726
2020-07-01,141,1,1,4.827168
2020-08-01,141,1,1,6.409224
2020-09-01,141,1,1,4.738196
2020-10-01,141,1,1,4.7119718
2020-11-01,141,1,1,5.3044853
2020-12-01,141,1,1,7.8798532
2020-04-01,455,8,4,2.102076
2020-05-01,455,8,4,2.4500103
2020-06-01,455,8,4,2.7061992
2020-07-01,455,8,4,2.8960447
2020-08-01,455,8,4,4.5183067
2020-09-01,455,8,4,2.8484287
2020-10-01,455,8,4,2.869306
2020-11-01,455,8,4,3.5081825
2020-12-01,455,8,4,6.0732265
2020-04-01,14,12,9,4.3832664
2020-05-01,14,12,9,5.028269
2020-06-01,14,12,9,5.38212
2020-07-01,14,12,9,5.6116376
2020-08-01,14,12,9,7.1899047
2020-09-01,14,12,9,5.5710754
2020-10-01,14,12,9,5.580956
2020-11-01,14,12,9,6.335074
2020-12-01,14,12,9,9.070323
2020-04-01,100,58,39,1.2446749
2020-05-01,100,58,39,1.5093923
2020-06-01,100,58,39,1.680501
2020-07-01,100,58,39,1.7928125
2020-08-01,100,58,39,3.249227
2020-09-01,100,58,39,1.7656925
2020-10-01,100,58,39,1.7430692
2020-11-01,100,58,39,2.1056182
2020-12-01,100,58,39,3.5256195
2020-04-01,515,12,9,1.5270076
2020-05-01,515,12,9,1.8812472
2020-06-01,515,12,9,2.097291
2020-07-01,515,12,9,2.2534575
2020-08-01,515,12,9,3.8769426
2020-09-01,515,12,9,2.206715
2020-10-01,515,12,9,2.1861358
2020-11-01,515,12,9,2.5923004
2020-12-01,515,12,9,4.476842
2020-04-01,36,16,13,1.8935902
2020-05-01,36,16,13,2.478275
2020-06-01,36,16,13,2.7571316
2020-07-01,36,16,13,3.0211425
2020-08-01,36,16,13,4.567068
2020-09-01,36,16,13,2.9542913
2020-10-01,36,16,13,2.938827
2020-11-01,36,16,13,3.3914828
2020-12-01,36,16,13,5.1904473
2020-04-01,404,5,5,1.6030611
2020-05-01,404,5,5,1.9923515
2020-06-01,404,5,5,2.1686332
2020-07-01,404,5,5,2.315929
2020-08-01,404,5,5,3.7852368
2020-09-01,404,5,5,2.2889729
2020-10-01,404,5,5,2.2634478
2020-11-01,404,5,5,2.6213021
2020-12-01,404,5,5,4.193879
2020-04-01,522,12,9,2.1047206
2020-05-01,522,12,9,2.5993176
2020-06-01,522,12,9,2.901019
2020-07-01,522,12,9,3.128242
2020-08-01,522,12,9,4.760174
2020-09-01,522,12,9,3.0437975
2020-10-01,522,12,9,3.027224
2020-11-01,522,12,9,3.5237274
2020-12-01,522,12,9,5.7346435
2020-04-01,196,27,21,1.5871855
2020-05-01,196,27,21,1.8483665
2020-06-01,196,27,21,2.0388343
2020-07-01,196,27,21,2.1826255
2020-08-01,196,27,21,3.6093102
2020-09-01,196,27,21,2.1547165
2020-10-01,196,27,21,2.1401458
2020-11-01,196,27,21,2.5651608
2020-12-01,196,27,21,4.6935744
2020-04-01,453,27,21,2.183241
2020-05-01,453,27,21,2.602951
2020-06-01,453,27,21,2.8748417
2020-07-01,453,27,21,3.0916557
2020-08-01,453,27,21,4.7803893
2020-09-01,453,27,21,3.020577
2020-10-01,453,27,21,3.0341492
2020-11-01,453,27,21,3.7166896
2020-12-01,453,27,21,6.3234844
2020-04-01,539,174,21,1.7603656
2020-05-01,539,174,21,2.20377
2020-06-01,539,174,21,2.4317522
2020-07-01,539,174,21,2.6067548
2020-08-01,539,174,21,4.296072
2020-09-01,539,174,21,2.5618277
2020-10-01,539,174,21,2.5541058
2020-11-01,539,174,21,3.0107155
2020-12-01,539,174,21,5.253071
2020-04-01,358,146,26,1.4904659
2020-05-01,358,146,26,1.8447323
2020-06-01,358,146,26,2.0479846
2020-07-01,358,146,26,2.19754
2020-08-01,358,146,26,3.7955575
2020-09-01,358,146,26,2.1678705
2020-10-01,358,146,26,2.1608295
2020-11-01,358,146,26,2.5234375
2020-12-01,358,146,26,4.29539
2020-04-01,535,173,4,2.0338397
2020-05-01,535,173,4,2.5366845
2020-06-01,535,173,4,2.8493237
2020-07-01,535,173,4,3.0949044
2020-08-01,535,173,4,4.7387824
2020-09-01,535,173,4,3.018415
2020-10-01,535,173,4,3.0024414
2020-11-01,535,173,4,3.5172272
2020-12-01,535,173,4,6.001326
2020-04-01,534,172,65,1.2079109
2020-05-01,534,172,65,1.4236691
2020-06-01,534,172,65,1.5543624
2020-07-01,534,172,65,1.654333
2020-08-01,534,172,65,2.9297595
2020-09-01,534,172,65,1.6260233
2020-10-01,534,172,65,1.6032187
2020-11-01,534,172,65,1.9520017
2020-12-01,534,172,65,3.1947603
2020-04-01,285,81,4,3.2252321
2020-05-01,285,81,4,3.873654
2020-06-01,285,81,4,4.206188
2020-07-01,285,81,4,4.4701614
2020-08-01,285,81,4,6.0768948
2020-09-01,285,81,4,4.393071
2020-10-01,285,81,4,4.4084644
2020-11-01,285,81,4,5.039601
2020-12-01,285,81,4,7.6556654
2020-04-01,498,27,21,1.5902568
2020-05-01,498,27,21,1.8690385
2020-06-01,498,27,21,2.0644345
2020-07-01,498,27,21,2.213715
2020-08-01,498,27,21,3.6660976
2020-09-01,498,27,21,2.1785998
2020-10-01,498,27,21,2.167735
2020-11-01,498,27,21,2.6036248
2020-12-01,498,27,21,4.8245645
2020-04-01,406,154,4,1.8501198
2020-05-01,406,154,4,2.3341026
2020-06-01,406,154,4,2.5792103
2020-07-01,406,154,4,2.7974143
2020-08-01,406,154,4,4.464488
2020-09-01,406,154,4,2.7257752
2020-10-01,406,154,4,2.7073464
2020-11-01,406,154,4,3.1723576
2020-12-01,406,154,4,5.517203
2020-04-01,528,26,20,4.2083178
2020-05-01,528,26,20,4.841728
2020-06-01,528,26,20,5.1626205
2020-07-01,528,26,20,5.4477077
2020-08-01,528,26,20,7.0268974
2020-09-01,528,26,20,5.377288
2020-10-01,528,26,20,5.349778
2020-11-01,528,26,20,6.040379
2020-12-01,528,26,20,8.70856
2020-04-01,30,21,16,0.8859154
2020-05-01,30,21,16,1.0454679
2020-06-01,30,21,16,1.1427982
2020-07-01,30,21,16,1.1925989
2020-08-01,30,21,16,2.4222984
2020-09-01,30,21,16,1.1716998
2020-10-01,30,21,16,1.1647413
2020-11-01,30,21,16,1.532097
2020-12-01,30,21,16,2.4573567
2020-04-01,379,8,4,7.2890472
2020-05-01,379,8,4,7.899522
2020-06-01,379,8,4,8.276568
2020-07-01,379,8,4,8.466032
2020-08-01,379,8,4,9.80611
2020-09-01,379,8,4,8.483175
2020-10-01,379,8,4,8.517498
2020-11-01,379,8,4,9.355318
2020-12-01,379,8,4,12.569375
2020-04-01,248,8,4,5.514084
2020-05-01,248,8,4,6.120935
2020-06-01,248,8,4,6.4826894
2020-07-01,248,8,4,6.6932178
2020-08-01,248,8,4,8.0969925
2020-09-01,248,8,4,6.690828
2020-10-01,248,8,4,6.7200027
2020-11-01,248,8,4,7.5518436
2020-12-01,248,8,4,10.597047
2020-04-01,432,87,4,2.7857528
2020-05-01,432,87,4,3.3451757
2020-06-01,432,87,4,3.6793237
2020-07-01,432,87,4,3.9027863
2020-08-01,432,87,4,5.5166836
2020-09-01,432,87,4,3.8681092
2020-10-01,432,87,4,3.8840384
2020-11-01,432,87,4,4.5510874
2020-12-01,432,87,4,7.2301326
2020-04-01,426,70,24,1.838565
2020-05-01,426,70,24,2.2256618
2020-06-01,426,70,24,2.42911
2020-07-01,426,70,24,2.573287
2020-08-01,426,70,24,4.1553054
2020-09-01,426,70,24,2.5334144
2020-10-01,426,70,24,2.5181434
2020-11-01,426,70,24,2.902721
2020-12-01,426,70,24,4.7905784
2020-04-01,321,132,4,2.6798902
2020-05-01,321,132,4,3.3225832
2020-06-01,321,132,4,3.6274157
2020-07-01,321,132,4,3.8962936
2020-08-01,321,132,4,5.47957
2020-09-01,321,132,4,3.8303075
2020-10-01,321,132,4,3.8099108
2020-11-01,321,132,4,4.4133263
2020-12-01,321,132,4,6.947469
2020-04-01,155,38,28,0.8765175
2020-05-01,155,38,28,1.0145576
2020-06-01,155,38,28,1.0668173
2020-07-01,155,38,28,1.0606995
2020-08-01,155,38,28,2.1100082
2020-09-01,155,38,28,1.0701292
2020-10-01,155,38,28,1.0790076
2020-11-01,155,38,28,1.4100659
2020-12-01,155,38,28,2.2523007
2020-04-01,231,112,11,2.9808388
2020-05-01,231,112,11,3.657136
2020-06-01,231,112,11,3.9771657
2020-07-01,231,112,11,4.245728
2020-08-01,231,112,11,5.8325253
2020-09-01,231,112,11,4.176366
2020-10-01,231,112,11,4.1607428
2020-11-01,231,112,11,4.7029066
2020-12-01,231,112,11,7.071351
2020-04-01,156,83,5,2.8510952
2020-05-01,156,83,5,3.4993114
2020-06-01,156,83,5,3.809404
2020-07-01,156,83,5,4.040532
2020-08-01,156,83,5,5.6760483
2020-09-01,156,83,5,3.9679856
2020-10-01,156,83,5,3.9340057
2020-11-01,156,83,5,4.441911
2020-12-01,156,83,5,6.662111
2020-04-01,575,72,33,2.0176525
2020-05-01,575,72,33,2.526237
2020-06-01,575,72,33,2.8146286
2020-07-01,575,72,33,3.06565
2020-08-01,575,72,33,4.679667
2020-09-01,575,72,33,2.973516
2020-10-01,575,72,33,2.9555907
2020-11-01,575,72,33,3.4441843
2020-12-01,575,72,33,5.421109
2020-04-01,447,124,22,2.7854753
2020-05-01,447,124,22,3.4513106
2020-06-01,447,124,22,3.7861447
2020-07-01,447,124,22,4.035609
2020-08-01,447,124,22,5.6469936
2020-09-01,447,124,22,3.9678593
2020-10-01,447,124,22,3.9561553
2020-11-01,447,124,22,4.5278854
2020-12-01,447,124,22,7.045494
2020-04-01,16,14,11,2.8594303
2020-05-01,16,14,11,3.5289116
2020-06-01,16,14,11,3.8423514
2020-07-01,16,14,11,4.115929
2020-08-01,16,14,11,5.7154717
2020-09-01,16,14,11,4.0385766
2020-10-01,16,14,11,4.0189314
2020-11-01,16,14,11,4.5291376
2020-12-01,16,14,11,6.7900295
2020-04-01,8,7,6,1.6176502
2020-05-01,8,7,6,2.086853
2020-06-01,8,7,6,2.3139987
2020-07-01,8,7,6,2.4671404
2020-08-01,8,7,6,4.1951933
2020-09-01,8,7,6,2.4247162
2020-10-01,8,7,6,2.4144013
2020-11-01,8,7,6,2.8087573
2020-12-01,8,7,6,4.6801414
2020-04-01,509,7,6,1.3171332
2020-05-01,509,7,6,1.6340755
2020-06-01,509,7,6,1.8121876
2020-07-01,509,7,6,1.9364041
2020-08-01,509,7,6,3.527854
2020-09-01,509,7,6,1.9062258
2020-10-01,509,7,6,1.8908252
2020-11-01,509,7,6,2.2794285
2020-12-01,509,7,6,3.9192772
2020-04-01,140,66,44,3.250145
2020-05-01,140,66,44,3.8976374
2020-06-01,140,66,44,4.232495
2020-07-01,140,66,44,4.4977193
2020-08-01,140,66,44,6.133009
2020-09-01,140,66,44,4.445983
2020-10-01,140,66,44,4.418514
2020-11-01,140,66,44,4.9842033
2020-12-01,140,66,44,7.5080695
2020-04-01,481,8,4,1.8466402
2020-05-01,481,8,4,2.1454966
2020-06-01,481,8,4,2.3284125
2020-07-01,481,8,4,2.4911613
2020-08-01,481,8,4,4.0278816
2020-09-01,481,8,4,2.4421568
2020-10-01,481,8,4,2.4334676
2020-11-01,481,8,4,3.0027285
2020-12-01,481,8,4,5.4159303
2020-04-01,145,77,51,1.8679382
2020-05-01,145,77,51,2.4219227
2020-06-01,145,77,51,2.6643958
2020-07-01,145,77,51,2.880557
2020-08-01,145,77,51,4.5967903
2020-09-01,145,77,51,2.8043056
2020-10-01,145,77,51,2.8030062
2020-11-01,145,77,51,3.2812386
2020-12-01,145,77,51,5.2289214
2020-04-01,490,50,34,1.5076151
2020-05-01,490,50,34,1.9014254
2020-06-01,490,50,34,2.1211972
2020-07-01,490,50,34,2.2780793
2020-08-01,490,50,34,3.8865018
2020-09-01,490,50,34,2.238875
2020-10-01,490,50,34,2.2276516
2020-11-01,490,50,34,2.5934868
2020-12-01,490,50,34,4.2329965
2020-04-01,221,100,60,1.2018795
2020-05-01,221,100,60,1.4366128
2020-06-01,221,100,60,1.6319033
2020-07-01,221,100,60,1.7772202
2020-08-01,221,100,60,3.2273502
2020-09-01,221,100,60,1.7417498
2020-10-01,221,100,60,1.7214062
2020-11-01,221,100,60,2.0662453
2020-12-01,221,100,60,3.515099
2020-04-01,454,53,37,1.554646
2020-05-01,454,53,37,2.0206287
2020-06-01,454,53,37,2.2380733
2020-07-01,454,53,37,2.399886
2020-08-01,454,53,37,4.095558
2020-09-01,454,53,37,2.3640103
2020-10-01,454,53,37,2.3490531
2020-11-01,454,53,37,2.7198462
2020-12-01,454,53,37,4.40471
2020-04-01,15,13,10,2.9830327
2020-05-01,15,13,10,3.6626983
2020-06-01,15,13,10,3.978425
2020-07-01,15,13,10,4.2443895
2020-08-01,15,13,10,5.8197927
2020-09-01,15,13,10,4.1781516
2020-10-01,15,13,10,4.168075
2020-11-01,15,13,10,4.6745844
2020-12-01,15,13,10,6.8249125
2020-04-01,210,8,4,2.2992792
2020-05-01,210,8,4,2.662682
2020-06-01,210,8,4,2.935401
2020-07-01,210,8,4,3.1226363
2020-08-01,210,8,4,4.7210546
2020-09-01,210,8,4,3.0952573
2020-10-01,210,8,4,3.1171103
2020-11-01,210,8,4,3.7714372
2020-12-01,210,8,4,6.3395715
2020-04-01,115,65,36,1.2332218
2020-05-01,115,65,36,1.5731037
2020-06-01,115,65,36,1.7741023
2020-07-01,115,65,36,1.9162276
2020-08-01,115,65,36,3.5261936
2020-09-01,115,65,36,1.8861307
2020-10-01,115,65,36,1.8655739
2020-11-01,115,65,36,2.2334647
2020-12-01,115,65,36,3.88865
2020-04-01,87,38,28,2.123075
2020-05-01,87,38,28,2.5555987
2020-06-01,87,38,28,2.8502417
2020-07-01,87,38,28,3.112204
2020-08-01,87,38,28,4.742182
2020-09-01,87,38,28,3.0352497
2020-10-01,87,38,28,3.0145035
2020-11-01,87,38,28,3.501606
2020-12-01,87,38,28,5.6066685
2020-04-01,305,3,3,2.9219189
2020-05-01,305,3,3,3.5950027
2020-06-01,305,3,3,3.9188762
2020-07-01,305,3,3,4.183755
2020-08-01,305,3,3,5.6596203
2020-09-01,305,3,3,4.094323
2020-10-01,305,3,3,4.085763
2020-11-01,305,3,3,4.6279473
2020-12-01,305,3,3,6.583171
2020-04-01,159,85,5,1.560323
2020-05-01,159,85,5,2.0028763
2020-06-01,159,85,5,2.1982136
2020-07-01,159,85,5,2.3184066
2020-08-01,159,85,5,3.8229213
2020-09-01,159,85,5,2.2766752
2020-10-01,159,85,5,2.2465663
2020-11-01,159,85,5,2.5782237
2020-12-01,159,85,5,3.9900198
2020-04-01,51,5,5,3.8019705
2020-05-01,51,5,5,4.4141135
2020-06-01,51,5,5,4.7422433
2020-07-01,51,5,5,4.997468
2020-08-01,51,5,5,6.5775537
2020-09-01,51,5,5,4.9266667
2020-10-01,51,5,5,4.8992777
2020-11-01,51,5,5,5.454851
2020-12-01,51,5,5,7.943175
2020-04-01,349,142,47,2.0661778
2020-05-01,349,142,47,2.6274085
2020-06-01,349,142,47,2.9286647
2020-07-01,349,142,47,3.1565948
2020-08-01,349,142,47,4.7955966
2020-09-01,349,142,47,3.0859628
2020-10-01,349,142,47,3.0607386
2020-11-01,349,142,47,3.5366535
2020-12-01,349,142,47,5.5808625
2020-04-01,102,59,40,2.3613722
2020-05-01,102,59,40,2.9498692
2020-06-01,102,59,40,3.2539468
2020-07-01,102,59,40,3.5071874
2020-08-01,102,59,40,5.128279
2020-09-01,102,59,40,3.4239526
2020-10-01,102,59,40,3.402347
2020-11-01,102,59,40,3.9352703
2020-12-01,102,59,40,6.381956
2020-04-01,576,73,47,1.5133034
2020-05-01,576,73,47,1.8985199
2020-06-01,576,73,47,2.0964098
2020-07-01,576,73,47,2.274752
2020-08-01,576,73,47,3.8969436
2020-09-01,576,73,47,2.2260604
2020-10-01,576,73,47,2.2105663
2020-11-01,576,73,47,2.5546975
2020-12-01,576,73,47,4.3058014
2020-04-01,244,8,4,2.9516382
2020-05-01,244,8,4,3.5780053
2020-06-01,244,8,4,3.910111
2020-07-01,244,8,4,4.17396
2020-08-01,244,8,4,5.7204657
2020-09-01,244,8,4,4.13434
2020-10-01,244,8,4,4.1292176
2020-11-01,244,8,4,4.8117332
2020-12-01,244,8,4,7.29808
2020-04-01,370,67,45,1.6824487
2020-05-01,370,67,45,1.950449
2020-06-01,370,67,45,2.1833134
2020-07-01,370,67,45,2.3583648
2020-08-01,370,67,45,3.8651505
2020-09-01,370,67,45,2.3043108
2020-10-01,370,67,45,2.296218
2020-11-01,370,67,45,2.7171988
2020-12-01,370,67,45,4.6739635
2020-04-01,47,31,23,0.7040228
2020-05-01,47,31,23,0.88605046
2020-06-01,47,31,23,0.9614744
2020-07-01,47,31,23,1.0090414
2020-08-01,47,31,23,2.0630069
2020-09-01,47,31,23,1.0152248
2020-10-01,47,31,23,1.0174623
2020-11-01,47,31,23,1.3020864
2020-12-01,47,31,23,2.1690001
2020-04-01,469,164,16,1.0117223
2020-05-01,469,164,16,1.2428012
2020-06-01,469,164,16,1.3522143
2020-07-01,469,164,16,1.4519207
2020-08-01,469,164,16,3.0201612
2020-09-01,469,164,16,1.4263246
2020-10-01,469,164,16,1.4059994
2020-11-01,469,164,16,1.77481
2020-12-01,469,164,16,3.0231562
2020-04-01,355,145,15,2.3088593
2020-05-01,355,145,15,2.8847709
2020-06-01,355,145,15,3.1875706
2020-07-01,355,145,15,3.4562926
2020-08-01,355,145,15,5.06306
2020-09-01,355,145,15,3.3754325
2020-10-01,355,145,15,3.354528
2020-11-01,355,145,15,3.8558044
2020-12-01,355,145,15,6.1983833
2020-04-01,569,8,4,1.7296323
2020-05-01,569,8,4,2.015546
2020-06-01,569,8,4,2.1958847
2020-07-01,569,8,4,2.3566754
2020-08-01,569,8,4,3.8641758
2020-09-01,569,8,4,2.3114886
2020-10-01,569,8,4,2.2956748
